Username,Comment,Date
a*****i,"Skin Suitability:Good
Effectiveness:10/10

Deliveryyy sangattt pantas even dari Mall",2023-09-10
muz1541,Penghantaran laju... products terbaik...terbaik seller..sorry gambar/video xde kne mengena,2023-08-29
najwanorderi1,"good product quality, good value for money, fast delivery.",2020-06-25
zolaris," Good product quality, Good value for money,  Fast delivery",2018-09-14
c*****4,"Very fast delivery for Malaysia!  Good product, good price.",2021-04-27
lamechopzzz,goods received in good condition. fast delivery. thanks,2019-09-11
m*****j,"Received in good condition, thank you for the free gift ☺️",2021-02-06
cherylthmin,Value for money and really fast delivery! Got a free gift with purchase too :) will definitely repurchase ,2020-07-13
r*****8,"Sorry for the unrelated pict and vid, thankyou for great services",2024-02-26
a*****h,"Sampai dengan keadaan yang baik . Kalau ada bayang² jerawat tu. Cepat² buh benda ni . Nant hilang !
* gambar dan video tiada kaitan .",2024-01-09
h*****a,sorry for the non related post tpi efek bgus sgt oxy acne patch pkai smalan pgi esok trus kecut acne. puas hati sgt tgok patch tu srp bendasing.,2023-08-29
tanishtathiagarajan,My all time life saver! Thank you very muchh and I received it on time,2023-10-28
e*****n,"Skin Suitability:yes
Effectiveness:good

bought this for my little sister since she wants one",2023-12-19
powergirl95,Bagus . Baik.. percya.. trusted seller.. hebat baik bagus bagus bgus bgus bgus nbgus.. bgus bgsu ngus bbsusjsjsjbzbsjsj,2023-08-29
reena2608,"Skin Suitability:tak pasti
Effectiveness:tak pasti

Sesuai atau tak..tak pasti. Tp pembungkusan terbaik teda masalah. Tq",2023-10-08
ziezieabdkadir,Photo and video not related. Got this for my daughter and item arrived in good condiotion.thanks,2023-08-29
j*****3,"Order well received in less than 12 hours, amazing !",2024-01-25
wendytan0415,"Good product quality, I love it so much, totally recommended",2024-02-25
c*****g,Favourite thing so far Excellent 👌🏻👌🏻👌🏻👍🏻👍🏻👍🏻 Fast delivery though,2024-03-10
y*****n,Received item perfectly without broken or damage. Will repeat order again after this thankyouuuu!!! ,2020-12-16
a*****2,Sorry gambar and video takde kene mengena tapi barang sampai dalam keadaan baik,2023-08-29
d*****n,Haven't used it yet....... Very fast delivery !!!!!!!!!!!,2023-11-27
readhani769,fast delivery ! thank you so much seller❤️❤️❤️❤️❤️❤️,2024-02-22
suriazahri,Barang dah sampai tak sabaq nak try harap2 ok penghantaran pantas,2022-05-12
f*****g,Good product quality and good value for money thanks seller 👍🏻👍🏻👍🏻👍🏻👍🏻,2023-08-29
yuhana92,Past delivery from seller and courier service..item look good..,2020-06-24
s*****a,Fast delivery. Very recommended. Will repeat soon. Good Good,2023-08-29
s*****9,Produk berkualiti.Items packed well.no damaged at all.Thank you 😊😊😊😊😊😊😊,2020-11-20
n*****m,Parcel delivered safely to me without sebarang kerosakan👍🏻👍🏻Tengkiuu seller😊,2021-07-23
c*****d,Item received in good conditionnnnnnnnnnnnnnnnnnnnnnnnnnn,2020-12-09
s*****i,"First time trying this, it's not bad but not great as well. It's too sticky. The patches will definitely deform when you try to remove them for application. ",2023-08-29
eveevelynlee,"This Pimple patches is like aged and melted, so hard to leave the sticker. It affect it's usage... I can't accept this! ",2023-08-31
j*****m,Oxy never disappoints! Been using same product for years 👏👌🏻,2023-08-15
e*****i,"Could not take out the acne patch. The products seem like they have been exposed to heat. Have opened 3 boxes and all of them stucked and none can be use. Bought same products from Caring and Big Pharmacy, they all are useable and in good condition. Worst purchase ever!",2020-08-31
aleey_sarah,I disappointed with this product.... I have wasting 4 patches just because it's too stick to the film... It turns out like rubber and difficult to pick out with perfect circle shape.... Maybe i don't know how to use it... ,2020-07-12
a*****9,Hi seller. It was my first tume to try this brand hadalabo. My 1st week to try acnes powder and gokujyun premium lotion rasa absorb dalam skin.rasa moisture dan acnes sudah berkurang.so far boleh serasi dengan kulit.thanks seller.,2022-02-08
c*****n,free pengepit dia sekali . jerawat batu yg merah macam kureng sikit la sebab pakai 10 jam pon macam tak serap sangat . kalau jerawat batu yg dah tak merah tu ha ya dia serap banyak .,2023-08-29
a*****l,apa benda ni? nak cabut patch tu sampai melekat dekat plastik & ended up tak boleh guna? mmg teruk. 👎🏼👎🏼👎🏼👎🏼👎🏼😒 DAHLA BELI 4 . SEMUA TAK BOLEH GUNA! not buying from this shop ever again.,2020-08-24
c*****8,"Skin Suitability:acne prone skin and oily skin
Effectiveness:not sure with the effectiveness

Good for covering the pimples but i think they need to make it more bigger in size to be more effective",2022-09-19
y*****8,Murah dari harga walk-in ke supermarket. Ada voucher apalagi kita shopping la.Bijak membeli orang kata.Best shopping d shopee.,2024-01-13
y*****8,Murah dari harga walk-in ke supermarket. Ada voucher apalagi kita shopping la.Bijak membeli orang kata.Best shopping d shopee.,2024-01-13
y*****8,Murah dari harga walk-in ke supermarket. Ada voucher apalagi kita shopping la.Bijak membeli orang kata.Best shopping d shopee.,2024-01-13
i*****m,it's really hard to remove the patch. it's very sticky and get deformed when i was trying to remove it from the packaging,2020-08-29
_*****r,Bought at 12.12 and got it for rm9.70 hihi really love this patches cheap and just goooddd,2023-12-14
r*****7,Exclusive Offer! Only RM30 to enjoy Ultd Internet (3Mbps) + Ultd Calls + 3GB Hotspot @ https://digi.my/unl1 or dial *128*88# T&C,2023-08-14
_*****r,Really love this acne patch have repurchase for a few times during sale+live so got this cheaper,2024-03-12
a*****l,RM0: Aidil Fitri bakal menjelang. Rayakan dengan selamat. Lindungi orang tersayang. Vaksin anak anda dan dapatkan dos penggalak bagi warga emas.,2023-08-31
afiatsuardi,"Skin Suitability:not suitable at all

My acne got worse. Not for me. For others maybe",2024-02-04
s*****_,Good job in Selangor region of the order of service and the order of service and nice,2023-09-29
kim___eun___hyun,"Skin Suitability:combination skin
Effectiveness:apply for a night to absorb excess dirt from pimples

EXP202805",2023-12-26
i*****7,"Effectiveness:Berkesan

Dah selalu pakai, ni first time beli online, selalu beli kat drug store je.",2024-02-12
y*****8,Sejak ada voucher  ni best betul shopping di shopee.Murah dari harga walk-in ke supermarket.,2024-02-05
n*****7,Barang x bole guna.. sy beli 2 kotak.. tp x bole guna... mcm gam yg expired... ,2020-10-03
m*****e,"Skin Suitability:ok

Belum Cuba lagi. Tak tahu menjadi atau tidak kalau menjadi nanti repeat lagi.",2023-08-29
a*****r,Delivery is too slow for something that’s from Malaysia. My item from China arrived faster!,2020-06-19
y*****n,"Product got issue. Cant use at all. Bought two RM20++, both sticked like fail products.",2020-09-17
a*****9,Acne patch nie mmg best giler. Dah try bnyak brand. Oxy gak paling berkesan.,2023-08-29
a*****9,"Skin Suitability:good

bagus sngt pkai....terus kecut jerawat weh..sorry gmbr xberkaitan",2024-02-17
a.matsuda,I couldn’t remove the patch from the sheet. This product was too old. ,2020-08-03
starappear,"Effectiveness:sgt effective sbb bila letak beberapa jam after tu, jerawat akan kecut.",2022-08-25
y*****a,Good as always. My favourite acne patch. Been repurchasing for many times.,2023-07-07
isfaliza,"Tq seller.Tq seller
Tq seller.Tq seller
Tq seller.Tq seller
Tq seller.Tq seller",2020-02-14
syariyahwahida,Maaf gambr x de kena mengena.... Brang okay je... Goodgoodgood,2023-08-29
s*****a,barang boek. beli dgn harga promo 10 hengget. will repeattt,2023-08-29
n*****3,Item arrived as expected and work as advertised and pricing,2023-08-29
j*****2,"Skin Suitability:Suitable for any skin
Effectiveness:Very effective",2023-02-16
o*****i,Super worth deal!  Recommended sellerrrrrrrrrrrrrrrrrrr 😍,2020-11-14
m*****n,"Super duper fast deliver, well packed also!",2022-08-22
belindayap,Order on 10/11 and received on 13/11. Thanks for the free sample.,2023-08-29
mohdf46,Item received in a good condition. ☺️🥰,2023-08-31
s*****_,"Received in 2 days. Awesome service! 
",2020-10-24
a*****9,Receive with good😊 . Hope it will cure my skin,2022-04-03
,barang sapai dengan cepat.. tq seller😍😍,2020-11-16
nsaidahnabihah,"Kecik, tapi powerful. Dia mmg suck the pus and oil effectively. Taktahu dah berapa kali repeat beli. Lagi power dari Cosrx. Tapi tu lah, takde saiz besar. Sbb kadang jerawat besar so cepat sgt kena tukar. Hehe",2023-08-29
m*****e,"Effectiveness:4.5/5
Skin Suitability:5/5

Love this thingy!!! I always buy here during the sale because way more cheaper than the store.",2023-08-29
m*****e,"Skin Suitability:5/5
Effectiveness:4/5

Memang guna acne patch ni jeee dari dulu dah byk kali repeat order! Best dan jimat!",2023-08-31
m*****1,"It works ✨ just apply it on stubborn acne and the patch will do their work, good 👍",2023-08-29
s*****6,"good, oxy acne patch has been my life saviour for quite a while. i'm satisfied!!",2023-08-29
m*****n,"Bought this two. First time trying the acne patch from oxy, normally I use cosrx, decided to switch things up. Hope that it works well.",2023-08-29
e670sm_1fr,Item sudah diterima tq seller dan pos laju..,2022-06-10
hs2012,Product received without physical damages,2022-07-20
chillesheila,Kotak kemek tp okay je sebab barang tiada masalah,2021-03-06
vanisrimurali,Fast delivery packaging nice 👍🏻,2024-01-19
aiiimicchuu, Fast delivery Excellent service by seller,2018-11-15
my7006_14643, Fast delivery Excellent service by seller,2018-04-27
ami.beauty,"Excellent service by seller 
Fast deliver",2018-09-07
z*****2,TQ seller the packaging is very good 💯 👍🏻,2023-12-18
390s9b5hei,"Skin Suitability:suit me well
Effectiveness:good",2024-02-29
9qamaruliszz,Barang sampai cepat alhamdulillah tq,2024-01-27
syazwaneehadi, Good product quality Good value for money,2018-03-29
adilah_liyana, Good product quality Good value for money,2018-09-19
yeeyew324, Fast delivery Good value for money,2018-09-13
linieyaincha,Penghantaran super cepat... Tq seller,2022-07-17
ms.quewina,packed nicely. thanks seller ! ,2021-05-11
amyysy,"Always very effective when you patch on an acne with pus, after few hours, it will suck out all and leave without a scar",2023-08-31
nadiahaniey,Its my very first time buying this . And i got free one too . Thank you seller 😍❤️,2023-08-31
miraclenisa,"Skin Suitability:normal
Effectiveness:70/100

First time try acne patch..selalu asyik picit je ...so try tahan gatal tangan Tu utk picit.overall dia ok.letak masa dah nak keluar Mata..cuma Salah pilih YG thin kot..dia tak sedut habis..tapi still tak buat Luka jadi teruk sangat bila jerawat jenis keluar nanah tu.",2023-09-01
h*****n,I use this since 2018... and really recommend this cuz nanah tu terkeluar when i letak bnda ni... acne pun mengecut... tersangat in love w this,2023-08-29
w*****f,"Skin Suitability:UTK menghilangkan jerawat
Effectiveness:mengecutkan

Terima kasih seller.. barang yang diorder dah sampai..cukup..
Harap2 berkesan untuk anak ...
Terima kasih seller..
Terima kasih shoppe",2023-08-29
izziaisy,"Skin Suitability:Not yet try
Effectiveness:Not yet try

Received. Sekeping je rupanya haha. But sokay, belum try. Hopefully working well for my skin. Thank you.",2022-08-19
n*****l,Ada penyepit sekali senang laa nak ambil tak payah guna tangan dah,2023-08-31
t*****u,good value for money，thanks seller，will purchase Again❤️❤️,2023-08-31
k*****7,One of my go to pimple patches. Will stock up from time to time.,2023-08-29
m*****w,have not tried yet but comes with free gift. Thank you so much,2023-08-29
s*****i,🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟💗💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓,2023-08-29
w*****e,"Skin Suitability:Oily combination
Effectiveness:Not really

1st try not yet effective. Will try again to see if it's really suit with my skin concern.",2023-08-29
akimoto12,really quite effective. just don't use it for too long hour. will get a little harder to remove,2023-09-01
j*****9,"Skin Suitability:works on acne
Effectiveness:works but expensive

IT WORKS! Help extract the pus after 2 use! It’s so satisfying, but expensive 😆🤣",2023-08-15
l*****v,"First time bru nk cuba pakai acne patch. Sbb tgk jerawat mcm payah nk surut bila dah naik di muka. Hrpnya bila pkai acne patch ini surut cpt jerawat. Kalau berkesan, nt repeat order lg.",2023-08-20
y*****e,"Effectiveness:belum cuba
Skin Suitability:oily skin

first time bought this sunscreen hehe hope everything's okaykayo",2023-10-01
q*****5,Bought it during promotions... Expire date mostly on 2021 or 2022... Totally worth it... satisfying...,2023-08-29
d*****l,Expire date 2026. Haven't try this brand before but shud be the same as others.,2023-08-31
f*****i,My 2nd purchased from this seller. Love sangat! Expired date pun lama lagi thank you seller. ,2023-08-29
,"Beli waktu event 12.12, kedai ni buat voucher, tapi sayang, kalau boleh guna free shipping lagi murah 😂 its okay banyak juga voucher off tu 😊",2023-08-31
i*****a,"Skin Suitability:leave a review on this aspect

share your experience and help other aaaa tak ingatt",2023-08-29
d*****l,Memang best tau pkai ni esok dah kecut jerawatnga tp pricey ya brp pcs je tp mahal 😭,2023-09-09
m*****e,Selalu beli sebab sesuai UTK jerawat yg dh pecah cuma tampal saje..esok kan dh baik.. terima kasih,2023-12-31
n*****0,Thanks. Bought at 11.11. Much cheaper hehe thanks again ^^!,2023-08-31
irenandi1,"Skin Suitability:suitable

Tq good item",2024-03-16
kimtan1021,My recent purchase cannot be used at all.,2023-08-29
a*****2,really do it job good for your skin,2020-12-03
p*****2,The item unable to use all stick together ,2020-09-17
aishahlv,baru pkai semalaman jerawat dh kecuttt !,2022-05-30
fysaecah,Delivery lambat barang okay packaging okay,2023-08-31
akimoto12,"love using this. repeated purchase for years. even though i had tried some other brands, but this is still my go to.",2023-08-29
um_shitatata,,2023-08-29
hilmixrajin,Barang cepat sampai,2023-08-29
afiqikhwanzz,good value for money,2023-08-29
ili_eyah,,2023-08-31
d*****p,,2023-08-29
m*****w,"Great , pantas",2023-08-29
n*****3,"Bagus,Terbaikkk
Bagus,Terbaikkk
Bagus,Terbaikk
Bagus,Terbaikkk",2024-02-18
i*****1,Actually this is my time pakai pimple patch sebab kalini besaq gakla cik j tu.. Salu den bangga dengan jerwat den tapi kalini a bit too much ye😅Segan pun ade..  Jadila dapat mengaburi mata2 yang memandang.  Orang ade masalah jerawat ja faham pandangan orang bila tengok jerawat kita wei,2020-12-05
a*****a,Thank you so much! Already 4th time bought from mymentholatum during sales.. the lipice is the free gift.. thanks! 😍,2023-08-29
e*****i,"Skin Suitability:xtau lagi
Effectiveness:belom try

Belom try lg!nnt dh try klo rajin sy update lain kebersanan nya..harap2 ok la..tq seller",2023-08-29
lmbsvxy7_x,"Effectiveness:sangat effective! kalau nak cepat berkesan kena picit dulu jerawatnya, kalau ada nanah tu buang dulu",2022-04-22
s*****h,"Terima kasih!! Oxy memang best ,, also thank you for the free gift lip crayon",2020-08-04
frantesi,Good fast food lain mcm x da iPhone charger for info on this device was little and,2020-08-27
,Boleh repeat order lagii 👍🏻 Boleh repeat order lagii 👍🏻 Boleh repeat order lagii 👍🏻,2020-05-13
damialiyanaaaaaa,@VieJD:its dangerous beyond the blankets eps 6-7 fullnya di viu,2022-06-13
alizahrabiah,"Does it purpose, absord my acne overnight thus resulting the acne to gone within 1-2 days",2023-11-09
m*****r,Thank you for the freegift. I really love this shop as it's more cheaper than others.,2020-10-29
s*****6,"Dh try kupik, ok tak melekat.. Xpenah try lg, tggu ade jerawat nnt lol",2023-08-31
putriazrina_,,2023-08-29
f*****q,,2023-08-29
s*****a,,2023-08-29
a*****h,,2023-08-29
moonlyz,Packing not good,2022-04-08
n*****r,,2023-08-29
syazrock,"Skin Suitability:Work smoothly
Effectiveness:Perfect",2022-04-23
z*****5,"Skin Suitability:not sure
Effectiveness:no

Dh try pakai tp mcm tak lekat sgt. So bila buang rasa takde apa2 jadi. Taktau mana silap nya. Tp better takyah pakai la haha",2024-03-01
i*****h,its really works on my acne and serap habis nanah so i love it hihi,2023-12-31
l*****e,"Disadvantages of nuclear energy
- High upfront costs
Research of atom splitting technology, building a nuclear reactor + powerplant, all very
expensive
- Nuclear waste
Still no good solution other than landfills, attempts to process nuclear waste into normal
waste have mixed success
- Malfunctions could be catastrophic
Although unlikely, the initial fallout of a nuclear accident would be unmanageable. The
radiation could also affect generations to come.
Destruction of DNA and genome",2023-12-24
eshahazizan,"Don’t dwell on how privileged you are & how good your life is. It’s how you end the journey that matters. Strive to live a life that endears you to your Creator. Everything else is secondary. Keep asking for a good end. Remember nothing is guaranteed in life, not even tomorrow! Don’t dwell on how pr",2019-11-21
nurulnadiajkm,Dpt time sle lg murh.. ahhaha tq seller buat live lg n blh bli.. if ad j mmg sllo tpek ni cpt kcut hyhu tq gmbr lpe,2024-01-27
s*****n,superrrbbbb!!!!! dpt free gift oxy cleanser peket2 trial pastu dpt lip ice strawberry suka sangatttt🥰🥰🥰 dpt lg free mask mmg terbaikklahh akan repeat order❤️ semua barang authethic of course! ✨,2021-02-08
t*****7,"너의 친구가 될 수 있어서 정말 영광이었다
그리고 내 친구가 되어 주어서 너무 고마웠다
많은 걸 배우고 느끼게 해줘서 또 한 번 고맙다",2023-11-01
h*****9,"Haven't use yet .
But look suitable for me.
Looking forward to use it",2023-12-24
nurul_ain_03,So far okayy je .. klau lepas tmpal ni kite punya pimples kecut n tkde tinggalkn parut yg teruk,2022-07-05
n*****n,Never tried it. It is an acne patch what could go wrong right lol,2023-11-02
ainasyifaakid,Beli time 10.10.. dpt hrga rm10 jee  free shiping lak tu... Terbaik,2023-10-17
n*****j,"item dh sampai,tq seller.beli masa live mmg murah.",2024-03-06
,Wasting money!! It is so sticky and I can't even take it. ,2020-09-04
eeqabaha,Terbaik.. sorry gambar tiada kaitan.. tak try lagi hopefully ok la,2023-08-31
cikgu_faheem,Masin manis semua ada. Pahit semua memang rata gila berkesan sangat,2023-08-29
i*****h,sorry for the unrelated picture and video hihi love it btw...,2023-08-29
o2x9_4q_lg,beli time promotion 4.4 sebab murah. thankyou seller hehehehe,2023-08-29
h*****l,"Skin Suitability:Very good
Effectiveness:Very good

Love this prduct so effective to my blemish skin，i will continue to buy this product.selling price is cheap compare to others sellerthank you。",2024-03-24
i*****a,Received in good condition.  Not tried yet. Bought this as a gift. Thanks,2024-03-25
j*****h,Beli banyak dapat harga murah dan diskaun berbaloi dari beli kedai. Best yg biru ni. Dah berkotak kotak pakai. Memang kena simpan stok utk bila bila ada jerawat. Expiry date pun lambat lagi 2028!!! Love it,2024-01-27
s*****g,"Effectiveness:works good
Skin Suitability:acne

This is repeated order.  Works  good. Can see effect within 7 day. Long expiry date till 2028. Doesn't have nasty scent . Seller packed well and ships fast.",2024-03-18
h*****n,"Beli 99 sen masa sahur tq shopee, sorry gmbr n bide x berkaitan",2024-03-25
l*****h,"Hanya ada satu saiz dan tebal sikit berbanding yang day, berkesan serap jerawat, lekat elok je..",2024-03-18
a*****9,"Skin Suitability:oily n acne skin
Effectiveness:Fast absorption

Seller post out cepat jumaat place order ahad dah terima. Cuma Kotak tu kemek la ckit, tp no hal yg penting isinya. TQ seller will repeat soon",2024-03-17
w*****e,"Effectiveness:berkesan
Skin Suitability:sesuai je

Saya dah try pakai and ye jerawat tu keluar bila cabut. Better pakai malam la acne patch semua ni",2024-03-22
a*****5,"Effectiveness:Not test yet
Skin Suitability:note test yet

Item received in good condition good packaging fast response from seller and fast shipout",2024-03-22
l*****h,Mungkin akan update semula review lepas dah guna dalam seminggu lebih..,2024-03-12
b*****1,"Skin Suitability:oily acne prone skin

good, absorb oil and dirt, original product. will repeat again !",2024-02-23
jovialling,Ok la.. Good product quality.. No problem for this product..,2024-03-04
s*****9,"Effectiveness:good
Skin Suitability:good

Semua ok , barang cantik dan berguna . Beli masa sale mmg murah la kawan ..",2024-03-20
h*****n,nice nice nice ! only 99sen ! thank youu ! beli time sale sahur,2024-03-24
x*****5,"Speedy delivery. Received the item within 2 days upon order placed. 
Oxy acne patch bought many times already.",2023-12-27
i*****a,Usem the serum for almost 2 week but didn't find out any changes on my faces. Maybe a bit brighter than before. But luckily didn't make my face break out. Will repeat.,2023-08-20
d*****h,"Effectiveness:greatt
Skin Suitability:good

the packaging got smush but the product condition is fine. sorry the media doesn't have anything to do with the product🙏🙏🙏",2024-03-23
sincos_tan,Items had been delivered successfully and received very well in good conditions ❤️❤️❤️❤️❤️,2024-03-17
f*****y,"Dapat sekali penyepit(?) untuk guna. Penghantaran guna kotak, and seller checkout laju. Nicee",2024-03-17
l*****m,"Selalu repeat! Sgt recommended. Beli time super seringgit harga jadi 99sen je tapi i redeem coins so jadi 69sen, berbaloi gila! lurveeeee 💥❤️",2024-03-22
t*****a,"Barang sampai dalam keadaan baik, semua cukup. Beli waktu sale memang murah",2024-03-17
danishnaim843,"Effectiveness:nice
Skin Suitability:yes

Parcel selamat sampai dengan baik,dibalut dengan kemas.produk bagus.dapat harga murah masa live.rm4.90..first time nak try..harap ok.thank you seller",2024-01-11
s*****3,"Skin Suitability:belum try
Effectiveness:belum try

Harap berkesan dan sesuai dgn kulit muka.pghntran sgt laju dan pmbgkusan sgt kemas dan tebal,dijamin brg slmt.",2024-02-04
s*****h,Original produk..berkualiti..packaging bagus..kotak tak kemek..,2024-03-21
janekong5214,"Effectiveness:haven’t try yet
Skin Suitability:haven’t try yet

Package is so nice, no damage",2024-03-22
5*****_,"Effectiveness:work for pimples yg biasa2 but not so much on blind pimples
Skin Suitability:All skin types can used Imo

Secured packaging 
0.03 cm so quite small
Comes with free small twizzer 
35pcs
Quite thin overall good ance patch imo",2024-03-22
n*****a,arrived safely with no damages. products are cheaper here than buying in the physical store.,2023-09-16
nuraleesaqaisara202,"Skin Suitability:All skin type
Effectiveness:I hvent tried it yet

this product is fine it is only rm16.9 for 35 patches . i actually bought it when its on sale i bought it for only 99 cents it is quite cheap considering it comes with a tweezer . but i think the patches is a bit small but its fine for the price",2024-03-18
m*****h,"Ance patch oxy paling best setakat ni, dh try banyak gila brand but oxy winn",2024-03-12
a*****_,Excellent service by seller and good product quality and fast delivery,2024-03-25
n*****i,I'm a first time user of oxy acne patch as I've been using korean acne patch product but it makes me happy because oxy including a picking tools for the acne patch. Very hygienist.,2024-03-22
s*****j,"Effectiveness:good
Skin Suitability:for all

love, banyak ya dalam ada 35, i pakai untuk siang and malam",2024-03-24
_*****r,Love this patches and cheaper if buy this during sale seller is fast too,2024-02-01
_*****r,Really love this acne patch secured packaging and fast delivery,2024-03-23
ayu0209,"Effectiveness:sangat berkesan
Skin Suitability:semua jenis kulit

Akan pakai bila ada jerawat baru tumbuh",2024-03-15
n*****3,"Just nice and worth the money 
Fast delivery and the packaging was secure",2024-03-20
y*****h,"Pakai time malam sebelum tidur, esk pagi cabut jaa, pakai kat jerawat yang baru2 lagi nk tumbuh tu bestttt, tak tinggal kesan parut",2024-03-21
m*****0,"Skin Suitability:sesuai
Effectiveness:baik

Penghantaran laju, barang sampai dlm keadaan baik......",2024-03-16
m*****d,"Skin Suitability:good
Effectiveness:very effective

absorb the acne very well and the thickness is good also",2024-03-23
ooichoonhoo,Items had been delivered successfully and received very well in good condition.,2024-03-17
f.mystargirl,"Effectiveness:Ontopppp
Skin Suitability:On toppppp

The only acne patch that works on my skin lommmlll",2024-03-14
j*****n,"order received fast, packed well without damage, will purchase again",2024-02-06
l*****_,Item received in good condition...tiada kerosakan......,2024-03-22
nabilhakim663,Barang cepat sampai baru order 2hari lepas dah sampai dan mmg dah guna produk nih mmg best,2024-03-10
6*****a,"Skin Suitability:good
Effectiveness:good

thankyou seller the parcel already arrived in good condition",2024-03-16
s*****i,"Effectiveness:ok
Skin Suitability:ok

Been wearing for many years. So far the best patch I’ve used.",2024-03-21
beghuk644,"Skin Suitability:okey je
Effectiveness:100%

sangat berkesan, tampal harini bukak malam tu, auto keluar jewarat nanah anda",2024-03-17
d*****2,Mmg selalu beli okay cpt kecutkan jerawat mmg terbaikk....,2024-03-18
jiaxinheng115,"Skin Suitability:sesuai
Effectiveness:sesuai dengan semua

barang sampai dengan selamat 
barang"" cantik 
tq seller ❤️",2024-02-05
itsaleya,"Effectiveness:Very Good
Skin Suitability:for all skin types

Arrived quite fast. Everything came in good condition",2024-03-20
s*****l,"It's okay, it helps in absorbing the oil but it needs multiple application to fully clean the pimple",2024-02-26
eytafadillah303,"Beli untuk kegunaan anak bujang...selalu tengok dia beli barang ini ...dah jumpa murah,saya belikan untuk dia😁",2024-03-17
1*****e,"Fast delivery. Packed with bubble wrap. 
Received in good condition.",2024-03-02
_*****r,Super fast delivery bought this at RM10 for 2 during sale very happy,2024-01-17
y*****n,"Skin Suitability:👍
Effectiveness:👍

第一次用 first time use 真香！🤣🤣痘痘真的好快好👍👍 最快3天就没了 之前怎么不早点买呢😭😭",2024-02-28
s*****2,"Effectiveness:bole la

Beli mse promo dpt 99 sen dlm ad stu je tktau la oke ke tk, blom cuba lgi",2024-03-21
n*****5,"Yeayy dah sampai thankyou seller 🤍 , best guna yang ni sebab mmg keluar jerawat tuh",2024-03-16
a*****0,有一个小镊子，35个然后物流有点慢，后面筹字数的为了拿到五coin哈哈哈，有兴趣下单，喜欢就下单开心就好,2024-01-20
peiyeetong,Received goods in good condition. Worth the money. Recommended seller 👍👍👍,2023-08-16
nazzatulsyahira,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,2019-09-30
beby08," Good product quality Good value for money Fast delivery Excellent service by seller
waaa banyak nya free gift..suka sgt.. tq seller.. highly recommended..",2018-09-28
hnchan,"Goods are received in good condition. Bubble wrapped.  Good value for money,  Fast delivery.",2018-06-02
zsophea,"• Good product quality
• Good value for money
• Fast delivery
• Excellent service by seller
",2019-06-24
taichernee,"Items delivered in timely manner, good packaging. Excellent service by the seller as well.",2019-06-26
hajarzee95,Everything packaged nicely. Thanks for the free gift! Seller recommended!,2019-06-25
fatin_anisah,Safely delivered..can't wait to try... thanks for the free gift...,2019-06-25
ksweeyen,Fast delivery and parcel wrapped nicely. Good value for money,2019-06-22
kay9983,Good product quality. New stock. Expired in February 2024.,2019-06-20
mazuinbakri,Tq for the free gift 💕 Excellent service by seller,2018-05-28
," Good product quality
 Good value for money
 Fast delivery
 Excellent service by seller",2018-09-17
azlinoooo,So fast delivery😘brg oke,2021-11-08
amirfoudzi,Packaging tebal berabis👍🏻,2021-05-06
yanyannenibubu,Good packing!!!,2021-11-16
deiisyre,fast delivery..,2022-06-21
k*****n,Tq Seller,2023-08-29
n*****2,,2024-01-10
nvrvlxx,,2021-12-09
qama__,Been using this since forever ❤️ It helps a lot,2020-11-12
amylia32,Received and thank you for the discounts 😘😘,2021-09-13
iowty4i16_,Good thanks bos 👍👍👍👍👍👍👍 good,2024-01-29
izzatuldarmina,Siap dapat freegift trialkit oxy lagi. ,2020-12-10
n*****2,,2024-03-22
hamzi3066,,2024-01-09
fitrikechik46,,2023-10-12
azwinatasya,Thank you! ,2021-03-27
khaisaaa_,Terbaik🤙🏻,2021-12-07
alicia117,,2022-01-10
jvnlau,,2021-03-26
yappjenny,,2022-04-12
kerrinsss,,2021-02-10
jvnlau,,2021-03-26
akramgunnerz,,2020-11-03
n*****_,,2022-01-30
atiyahraimi,Barang okay jer..,2020-12-03
farhanahizyani,Dah sampai.. thankyou,2021-06-18
anasikram40818,Hdjdkjsnbdbxbsnbdbbsbbxbbdjshdhdhshshdhjshhudhhdb,2021-02-08
sitymasturah,,2019-09-18
konyoke123,,2019-09-06
q*****h,,2021-03-04
amiranzra.s,,2022-07-17
a.tsha,,2020-06-19
nrl.ftyha,,2021-09-03
snack_pick,,2023-08-29
zixin_33,,2021-05-06
nadia0319,,2022-08-30
yuukashiki,,2022-05-18
t*****7,,2022-02-06
p*****g,,2022-06-22
rosmawatihasim,"Skin Suitability:not yet try

harap berkesan",2024-01-09
n*****6,,2021-03-11
sarahbyla,,2020-05-04
erah96,,2019-07-24
t*****y,,2021-02-10
a*****2,Received with good condition👍🏻,2023-11-15
hazatul889,It's ok..pghantaran sngt cepat..,2022-02-01
sivesha2606,So Fast Delivery,2023-07-08
chewchunyong,"Skin Suitability:Good
Effectiveness:Good",2022-10-18
